routeCode,origin,destination,distanceKm
RT969,CPH,STR,804
RT970,BGY,BSL,270
RT971,OTP,BSL,1466
RT972,ALG,GVA,1088
RT973,MXP,TLS,623
RT974,CVG,ORD,425
RT975,SKP,SAW,651
RT976,SJC,BOI,841
RT977,BUD,DUS,999
RT978,OPO,BRS,1215
RT979,ATH,KRK,1389
RT980,IAH,DEN,1387
RT981,RNO,SLC,677
RT982,SOF,IST,468
RT983,ICN,CGO,1173
RT984,PTY,SJO,538
RT985,KRK,TLL,1086
RT986,LYS,WAW,1358
RT987,OTP,ZRH,1387
RT988,FCO,SOF,924
RT989,ATL,BWI,927
RT990,LGW,ORY,325
RT991,MXP,BFS,1457
RT992,GEG,SLC,878
RT993,AUS,TPA,1490
RT994,LHR,DUS,501
RT995,SFO,SAN,719
RT996,BSL,LPL,971
RT997,EIN,AMS,104
RT998,SOF,LYS,1495
RT999,ARN,HEL,398
RT1000,KRK,BEG,586
RT1001,BEG,RIX,1369
RT1002,AMS,TLS,997
RT1003,FCO,SKP,776
RT1004,ORD,MSP,537
RT1005,STN,VIE,1237
RT1006,FRA,BSL,282
RT1007,ALC,BRS,1466
RT1008,NCE,MAD,956
RT1009,BOD,LPL,958
RT1010,BFS,EIN,851
RT1011,BUR,GEG,1493
RT1012,LAX,SFO,543
RT1013,SZG,KBP,1330
RT1014,BFS,ZRH,1302
RT1015,BER,NCL,1040
RT1016,CLT,RDU,208
RT1017,VIE,BLQ,567
RT1018,BGY,GVA,284
RT1019,STR,FCO,801
RT1020,GDL,MEX,459
RT1021,TXL,MRS,1177
RT1022,NTE,VLC,857
RT1023,BHX,BRS,136
RT1024,MAD,BHX,1336
RT1025,OTP,FRA,1449
RT1026,MAD,LYS,910
RT1027,MUC,LIN,375
RT1028,VNO,VCE,1367
RT1029,MRS,BOD,497
RT1030,BFS,LHR,522
RT1031,OTP,MXP,1364
RT1032,EIN,TXL,555
RT1033,SOF,BLQ,996
RT1034,LIN,BRS,1102
RT1035,ICN,NRT,1251
RT1036,SZG,IST,1439
RT1037,HER,IST,729
RT1038,KIN,PTY,1024
RT1039,DUS,BGY,660
RT1040,ZRH,TLS,703
RT1041,SZG,MSQ,1249
RT1042,LJU,NTE,1227
RT1043,CGN,MUC,435
RT1044,SZG,SKG,1132
RT1045,ALC,FAO,667
RT1046,SAW,WAW,1403
RT1047,DUB,CDG,785
RT1048,AUS,DFW,306
RT1049,MAN,BER,1062
RT1050,RIX,BUD,1102
RT1051,TXL,BRS,1101
RT1052,BSL,LGW,684
RT1053,ZRH,RTM,581
RT1054,FCO,BSL,743
RT1055,LJU,STR,479
RT1056,MSY,PIT,1478
RT1057,OSL,KRK,1250
RT1058,VIE,VNO,943
RT1059,VIE,TLS,1275
RT1060,ATH,BEY,1134
RT1061,ZAG,BRU,1029
RT1062,TLS,NTE,455
RT1063,GVA,ORY,394
RT1064,PBH,DEL,1216
RT1065,TLS,NCE,470
RT1066,KRK,OTP,774
RT1067,WAW,PRG,521
RT1068,BLQ,SKP,884
RT1069,CPH,BUD,1016
RT1070,SMF,SNA,650
RT1071,DUS,VCE,763
RT1072,CMN,MAD,869
RT1073,NCE,BRS,1134
RT1074,LOS,ACC,400
RT1075,RTM,BRS,497
RT1076,FCO,ALC,1156
RT1077,CMH,BWI,540
RT1078,GVA,BEG,1115
RT1079,BEG,WAW,818
RT1080,EWR,CMH,742
RT1081,HAN,XIY,1499
RT1082,ALG,MRS,768
RT1083,CSX,FOC,685
RT1084,BOM,MAA,1033
RT1085,RTM,EDI,675
RT1086,NAP,GVA,887
RT1087,LIS,BRS,1488
RT1088,AMS,BOD,924
RT1089,OSL,LGW,1225
RT1090,BWI,CLT,580
RT1091,CLT,STL,923
RT1092,LXZ,CTU,1263
RT1093,IAH,ELP,1072
RT1094,ZAG,MXP,570
RT1095,BNE,CNS,1391
RT1096,BGY,ZAG,494
RT1097,DUS,PRG,543
RT1098,VIE,KBP,1067
RT1099,GYE,SJO,1433
RT1100,SZX,FOC,697
RT1101,EIN,VIE,884
RT1102,GLA,DUS,896
RT1103,SVO,KBP,761
RT1104,LIN,ALC,1137
RT1105,BFS,FRA,1124
RT1106,RTM,VIE,964
RT1107,LPL,STN,263
RT1108,CDG,GLA,896
RT1109,SOF,BGY,1140
RT1110,SJJ,BUD,408
RT1111,EDI,CGN,895
RT1112,LHR,FCO,1443
RT1113,OTP,SVO,1497
RT1114,BRU,ORY,285
RT1115,EDI,CPH,999
RT1116,PRG,TIA,1053
RT1117,PBH,RGN,1355
RT1118,BUD,KBP,909
RT1119,CSX,KHH,949
RT1120,VIE,WAW,548
RT1121,JFK,CVG,945
RT1122,BOD,VCE,1026
RT1123,TLL,CGN,1464
RT1124,OTP,WAW,924
RT1125,RTM,BUD,1175
RT1126,MCT,BAH,826
RT1127,CGN,LGW,513
RT1128,MRS,AGP,1115
RT1129,SAT,IAH,306
RT1130,CUN,SJO,1260
RT1131,LPL,BCN,1388
RT1132,EWR,BOS,322
RT1133,SKP,LJU,742
RT1134,DEN,BUR,1365
RT1135,SOF,BUD,619
RT1136,BSB,GIG,913
RT1137,HGH,CGO,776
RT1138,STR,BGY,337
RT1139,MRS,LHR,989
RT1140,GMP,CGO,1205
RT1141,ATH,SJJ,806
RT1142,MXP,WAW,1149
RT1143,RDU,JFK,686
RT1144,BSB,CWB,1082
RT1145,SKP,NCE,1189
RT1146,ARN,SZG,1356
RT1147,BER,LED,1321
RT1148,ATH,SKG,299
RT1149,PIT,ATL,847
RT1150,LIN,SJJ,738
RT1151,ONT,PDX,1350
RT1152,BRU,WAW,1146
RT1153,ARN,KBP,1320
RT1154,RDU,MCO,861
RT1155,MUC,BHX,1059
RT1156,NCL,DUS,700
RT1157,EVN,TLV,1244
RT1158,TLL,HEL,100
RT1159,STR,CGN,284
RT1160,BEG,ORY,1430
RT1161,ATL,DCA,879
RT1162,GVA,FRA,460
RT1163,LJU,TXL,709
RT1164,IKA,BAH,1018
RT1165,ATL,STL,777
RT1166,PSP,PHX,418
RT1167,CTU,KWL,844
RT1168,VIE,VNO,943
RT1169,MSQ,SAW,1446
RT1170,ALG,ALC,377
RT1171,DUB,LYS,1181
RT1172,STR,TIA,1153
RT1173,GVA,CTA,1223
RT1174,ABQ,ELP,360
RT1175,PRG,GVA,740
RT1176,CKG,CAN,965
RT1177,EVN,IKA,792
RT1178,NAP,SZG,774
RT1179,NTE,STR,824
RT1180,SKP,SKG,195
RT1181,DEN,PHX,967
RT1182,KBP,RIX,861
RT1183,HER,SKG,607
RT1184,DCA,IAD,37
RT1185,TIA,SKG,290
RT1186,TPE,FOC,184
RT1187,ORY,BHX,505
RT1188,SFO,BUR,524
RT1189,BER,BRU,642
RT1190,AMS,MRS,987
RT1191,ZRH,BRU,483
RT1192,ZAG,BUD,307
RT1193,SFO,RNO,308
RT1194,GRU,GIG,336
RT1195,NCL,LPL,203
RT1196,EIN,FCO,1192
RT1197,VCE,SZG,259
RT1198,VVO,KIX,1031
RT1199,ORD,IAD,945
RT1200,ZAG,TIA,563
RT1201,SZG,BGY,344
RT1202,BEG,ZRH,950
RT1203,GVA,DUS,563
RT1204,KHI,BOM,873
RT1205,OTP,LIN,1322
RT1206,WAW,VNO,396
RT1207,LIN,MAD,1179
RT1208,LGA,CVG,939
RT1209,IST,KRK,1199
RT1210,TLL,HAM,1110
RT1211,PMI,MAD,547
RT1212,BRU,LGW,327
RT1213,MEX,CUN,1284
RT1214,EDI,HAM,892
RT1215,BEY,GYD,1484
RT1216,TFS,DKR,1482
RT1217,KBP,TIA,1314
RT1218,IND,CLE,420
RT1219,BUR,TUS,728
RT1220,XIY,SZX,1402
RT1221,XIY,CKG,562
RT1222,YYZ,IAD,555
RT1223,CWB,EZE,1368
RT1224,BFS,NCL,292
RT1225,SLC,LAS,591
RT1226,HER,SOF,832
RT1227,AGP,MAD,432
RT1228,SAT,STL,1266
RT1229,OSL,VNO,1047
RT1230,VIE,SKG,984
RT1231,BSL,OTP,1466
RT1232,MCI,IAD,1486
RT1233,SZG,ARN,1356
RT1234,CPH,NTE,1361
RT1235,PKX,VVO,1378
RT1236,LPL,LHR,263
RT1237,BGY,BUD,755
RT1238,LGW,EIN,387
RT1239,BER,LPL,1100
RT1240,HKG,SGN,1493
RT1241,DXB,AUH,116
RT1242,PMI,CTA,1096
RT1243,VCE,STR,425
RT1244,BOD,NCE,644
RT1245,BUR,SLC,923
RT1246,BRS,BSL,850
RT1247,MAD,VLC,285
RT1248,TPE,KHH,292
RT1249,FOR,BEL,1136
RT1250,BGY,HAM,884
RT1251,LHR,VIE,1274
RT1252,RDU,EWR,669
RT1253,VIE,BUD,214
RT1254,CTU,LXZ,1263
RT1255,LPL,BSL,971
RT1256,FRA,MSQ,1395
RT1257,HKG,CKG,1098
RT1258,CLT,IAH,1466
RT1259,LJU,TIA,681
RT1260,GVA,BUD,1007
RT1261,LGW,VCE,1117
RT1262,GYD,TBS,447
RT1263,MRS,SOF,1477
RT1264,PSP,SJC,627
RT1265,GVA,NCL,1120
RT1266,GIG,CNF,361
RT1267,LTN,DUS,497
RT1268,BGY,LPL,1240
RT1269,IST,SJJ,898
RT1270,IST,EVN,1322
RT1271,EZE,SCL,1138
RT1272,BER,BRS,1116
RT1273,OAK,RNO,290
RT1274,LGW,KRK,1409
RT1275,BUD,SJJ,408
RT1276,TLV,JED,1224
RT1277,LTN,WAW,1455
RT1278,HGH,PKX,1094
RT1279,CMB,HYD,1129
RT1280,FCO,VIE,779
RT1281,LJU,VIE,263
RT1282,TLS,ORY,571
RT1283,ZAG,NCE,736
RT1284,VCE,EIN,836
RT1285,HAM,SJJ,1248
RT1286,STN,ORY,382
RT1287,BSL,OSL,1420
RT1288,LPL,GLA,299
RT1289,SZX,PVG,1233
RT1290,KIN,CUN,1112
RT1291,ATH,KBP,1485
RT1292,IST,KBP,1021
RT1293,OTP,BLQ,1170
RT1294,CKG,SZX,1063
RT1295,CKG,HAN,949
RT1296,PRG,ORY,872
RT1297,RGN,KMG,1151
RT1298,SAN,TUS,590
RT1299,DEN,ELP,908
RT1300,RTM,BHX,424
RT1301,SNA,SLC,946
RT1302,WAW,NAP,1353
RT1303,BOI,DEN,1042
RT1304,BER,LJU,686
RT1305,BLQ,PMI,896
RT1306,ZRH,SJJ,859
RT1307,PRG,BSL,565
RT1308,SOF,LYS,1495
RT1309,NCE,LJU,636
RT1310,MUC,LGW,913
RT1311,NCL,EDI,146
RT1312,BRS,SZG,1198
RT1313,VLC,DUS,1427
RT1314,BUD,VIE,214
RT1315,BLQ,MRS,501
RT1316,PHL,YUL,634
RT1317,MCI,ELP,1342
RT1318,MAN,AMS,486
RT1319,FRA,ZAG,735
RT1320,BSB,GIG,913
RT1321,BCN,TIA,1469
RT1322,LYS,BSL,279
RT1323,IAD,ORD,945
RT1324,TIA,SOF,336
RT1325,PEK,ICN,902
RT1326,SJJ,OTP,623
RT1327,NCL,MXP,1278
RT1328,LHR,BGY,985
RT1329,VIE,SKG,984
RT1330,WUH,PEK,1055
RT1331,LIH,ITO,511
RT1332,SKG,BSL,1459
RT1333,SJC,PHX,998
RT1334,ISB,LHE,260
RT1335,CGN,VNO,1286
RT1336,BLR,MLE,1101
RT1337,KBP,VIE,1067
RT1338,NAP,EIN,1358
RT1339,FOC,XIY,1410
RT1340,PEK,PVG,1099
RT1341,OTP,ZRH,1387
RT1342,CDG,VIE,1035
RT1343,RDU,PIT,528
RT1344,JFK,EWR,33
RT1345,HAM,PRG,489
RT1346,HYD,KTM,1362
RT1347,HBA,SYD,1039
RT1348,LIS,FAO,220
RT1349,RIX,VIE,1099
RT1350,MXP,OPO,1484
RT1351,YUL,PIT,764
RT1352,BER,OTP,1266
RT1353,NCL,SZG,1294
RT1354,PRG,VCE,530
RT1355,FAO,PMI,975
RT1356,ORD,IND,285
RT1357,LIN,EIN,726
RT1358,CTU,HKG,1351
RT1359,DUB,NCE,1465
RT1360,MCT,DXB,348
RT1361,ABQ,BOI,1256
RT1362,FRA,PMI,1252
RT1363,IND,MCO,1335
RT1364,TLV,SAW,1106
RT1365,ZAG,BUD,307
RT1366,FCO,ZAG,535
RT1367,WAW,NCE,1389
RT1368,ADD,NBO,1163
RT1369,CTA,OTP,1214
RT1370,SJJ,WAW,947
RT1371,GLA,TLS,1422
RT1372,BSB,ASU,1442
RT1373,BRS,LGW,178
RT1374,CAI,SAW,1213
RT1375,ORY,VIE,1048
RT1376,ATL,CLT,364
RT1377,SOF,STR,1284
RT1378,HAM,BEG,1231
RT1379,LIN,NTE,856
RT1380,CTA,BUD,1160
RT1381,LHR,HAM,744
RT1382,LPL,LJU,1467
RT1383,PHX,DEN,967
RT1384,TXL,PRG,281
RT1385,BUD,SKG,824
RT1386,VIE,RIX,1099
RT1387,TIA,FCO,623
RT1388,NCE,TXL,1085
RT1389,BFS,LYS,1274
RT1390,WAW,FCO,1327
RT1391,PNH,KUL,1037
RT1392,CMB,BLR,710
RT1393,FRA,BER,430
RT1394,NCL,BRU,618
RT1395,VNO,SJJ,1302
RT1396,WAW,VCE,971
RT1397,CUN,MSY,1051
RT1398,AMS,BRS,524
RT1399,BNA,CLE,721
RT1400,SJJ,BEG,192
RT1401,BRU,VLC,1326
RT1402,ELP,AUS,848
RT1403,TIA,LIN,953
RT1404,ALC,BSL,1225
RT1405,VNO,BER,817
RT1406,VLC,LGW,1297
RT1407,SKP,KBP,1172
RT1408,RDU,NAS,1211
RT1409,SKP,PRG,1067
RT1410,KBP,IST,1021
RT1411,KBP,TXL,1241
RT1412,DEL,LXZ,1345
RT1413,CTA,ZAG,924
RT1414,ALG,NCE,846
RT1415,BRU,STR,419
RT1416,AMM,KWI,1180
RT1417,SKP,STR,1222
RT1418,BUR,SJC,476
RT1419,SKP,BGY,1040
RT1420,CGO,KWL,1099
RT1421,BEG,SOF,343
RT1422,LGW,LIN,943
RT1423,TLS,PMI,467
RT1424,PRG,SOF,1080
RT1425,BUD,LTN,1490
RT1426,PIT,CLT,590
RT1427,SMF,PSP,707
RT1428,BUD,MUC,565
RT1429,AMS,TLL,1471
RT1430,AUH,RUH,805
RT1431,FRA,LTN,657
RT1432,TXL,EDI,1141
RT1433,FCO,ATH,1086
RT1434,NAP,FCO,199
RT1435,DUS,NAP,1292
RT1436,MXP,TXL,838
RT1437,ALG,PMI,320
RT1438,FRA,LHR,653
RT1439,ZAG,SZG,326
RT1440,RDU,STL,1071
RT1441,TXL,NAP,1300
RT1442,KRK,LGW,1409
RT1443,RTM,BCN,1198
RT1444,FRA,LYS,545
RT1445,OSL,PRG,1139
RT1446,HGH,CAN,1038
RT1447,LAS,TUS,587
RT1448,BNA,ORD,658
RT1449,BOD,STR,869
RT1450,CEB,MNL,566
RT1451,DFW,ELP,885
RT1452,HGH,SZX,1070
RT1453,TLS,HAM,1277
RT1454,IAH,BNA,1056
RT1455,ATH,BEG,823
RT1456,MRS,STN,1010
RT1457,BSL,STN,708
RT1458,CTU,CKG,276
RT1459,BHX,OSL,1165
RT1460,KMG,LXZ,1275
RT1461,NCL,LHR,405
RT1462,ZRH,LTN,807
RT1463,ZAG,KBP,1212
RT1464,KIX,VVO,1031
RT1465,DEN,TIJ,1368
RT1466,OTP,STR,1363
RT1467,DCA,MSP,1494
RT1468,VCE,ZAG,290
RT1469,SGN,VTE,910
RT1470,MNL,CEB,566
RT1471,BRS,DUS,658
RT1472,BUD,ORY,1260
RT1473,HEL,CPH,892
RT1474,SJJ,VCE,508
RT1475,OTP,PRG,1080
RT1476,ATH,SZG,1410
RT1477,IST,HER,729
RT1478,VTE,BKK,515
RT1479,MUC,SOF,1100
RT1480,AMM,IST,1242
RT1481,EWR,IAD,340
RT1482,LXZ,DEL,1345
RT1483,LGW,VIE,1249
RT1484,YUL,IND,1208
RT1485,VIE,BSL,676
RT1486,LIN,AMS,831
RT1487,CGN,SKP,1482
RT1488,EDI,PRG,1340
RT1489,KWL,FOC,968
RT1490,CTA,VIE,1189
RT1491,MSQ,SOF,1289
RT1492,FRA,RTM,358
RT1493,BER,SZG,509
RT1494,RTM,BSL,533
RT1495,LXZ,KMG,1275
RT1496,NAP,TLS,1105
RT1497,SJJ,HAM,1248
RT1498,BHX,BFS,383
RT1499,LPL,SZG,1274
RT1500,RIX,EIN,1348
RT1501,BRS,NTE,477
RT1502,SJJ,BUD,408
RT1503,SJJ,MSQ,1321
RT1504,ALC,GVA,1040
RT1505,NAS,KIN,792
RT1506,NTE,PRG,1208
RT1507,SEA,LAS,1394
RT1508,MIA,CUN,855
RT1509,LJU,ATH,1207
RT1510,ALC,BOD,728
RT1511,LGW,MUC,913
RT1512,VLC,BCN,295
RT1513,VNO,PRG,900
RT1514,ZAG,ATH,1084
RT1515,CDG,ZAG,1079
RT1516,STR,MAD,1358
RT1517,ALC,CMN,836
RT1518,DAR,ZNZ,72
RT1519,IAD,CLT,518
RT1520,KMG,WUH,1274
RT1521,WAW,LED,1025
RT1522,BRS,BER,1116
RT1523,KBP,MSQ,439
RT1524,LIN,ZRH,230
RT1525,MXP,ZRH,203
RT1526,PNH,DMK,529
RT1527,BER,LHR,960
RT1528,MAD,DUS,1438
RT1529,BWN,SUB,1390
RT1530,PKX,PVG,1050
RT1531,CGO,CSX,706
RT1532,VIE,MRS,1021
RT1533,ORY,BRS,467
RT1534,OTP,MXP,1364
RT1535,TLL,PRG,1234
RT1536,BRU,SZG,706
RT1537,KRK,SVO,1343
RT1538,BEY,TBS,1204
RT1539,VLC,VCE,1244
RT1540,TXL,BLQ,904
RT1541,ZAG,BEG,347
RT1542,ORD,PIT,662
RT1543,OTP,PRG,1080
RT1544,MSP,CMH,1005
RT1545,WAW,TIA,1199
RT1546,KBP,LED,1052
RT1547,CTU,SZX,1318
RT1548,SAW,FCO,1426
RT1549,LYS,PRG,838
RT1550,UIO,BOG,712
RT1551,BGY,LGW,949
RT1552,LHR,STN,66
RT1553,EIN,BEG,1327
RT1554,BUD,SAW,1080
RT1555,RGN,DMK,583
RT1556,SOF,SJJ,429
RT1557,HAM,ZAG,979
RT1558,AMM,CAI,472
RT1559,MAD,RTM,1413
RT1560,PDX,SJC,916
RT1561,OTP,NAP,1045
RT1562,LJU,AMS,974
RT1563,OAK,PDX,875
RT1564,ALC,NCE,884
RT1565,GVA,LJU,641
RT1566,LPL,NCL,203
RT1567,RUH,BAH,420
RT1568,LYS,ZAG,852
RT1569,BOD,LJU,1190
RT1570,HAM,MAN,810
RT1571,OTP,ATH,758
RT1572,SKP,CTA,750
RT1573,KRK,CTA,1451
RT1574,GLA,ORY,918
RT1575,CPH,BSL,959
RT1576,CLE,MSP,999
RT1577,ALC,FCO,1156
RT1578,AMS,GLA,718
RT1579,JFK,CLE,682
RT1580,MUC,HAM,600
RT1581,SIN,SGN,1091
RT1582,ELP,TUS,431
RT1583,BLQ,MUC,426
RT1584,AKL,WLG,480
RT1585,SZG,BUD,470
RT1586,PRG,NCE,892
RT1587,WAW,TXL,523
RT1588,RNO,ELP,1479
RT1589,MAD,PMI,547
RT1590,LYS,BEG,1194
RT1591,ATH,SJJ,806
RT1592,BEY,EVN,1057
RT1593,SZG,AMS,772
RT1594,ATH,CTA,782
RT1595,SFO,ABQ,1439
RT1596,LHR,ZAG,1367
RT1597,OTP,PRG,1080
RT1598,ATL,EWR,1198
RT1599,MSQ,VIE,1025
RT1600,WAW,KBP,719
RT1601,HER,NAP,1133
RT1602,EIN,ORY,371
RT1603,CDG,KRK,1246
RT1604,BWI,JFK,295
RT1605,FCO,BCN,846
RT1606,JED,ADD,1411
RT1607,VIE,EIN,884
RT1608,LUN,WDH,1401
RT1609,OPO,LIS,277
RT1610,BRU,FCO,1172
RT1611,ALG,OPO,1144
RT1612,LIS,AGP,469
RT1613,WAW,BSL,1086
RT1614,KHH,PVG,963
RT1615,BUD,LYS,1098
RT1616,GVA,BCN,637
RT1617,BLQ,ATH,1285
RT1618,HEL,BUD,1478
RT1619,NCE,TIA,1053
RT1620,MSQ,ARN,887
RT1621,PIT,BOS,796
RT1622,CGO,FOC,1102
RT1623,BOD,BLQ,948
RT1624,EIN,ZAG,1008
RT1625,KWL,HGH,1164
RT1626,VNO,BEG,1147
RT1627,MAO,BEL,1299
RT1628,WUH,PVG,725
RT1629,SJJ,CGN,1148
RT1630,YUL,ORD,1201
RT1631,LTN,RTM,329
RT1632,TIJ,SMF,801
RT1633,ZAG,OTP,795
RT1634,LPB,VVI,552
RT1635,TIA,CGN,1425
RT1636,STN,PMI,1384
RT1637,VIE,BCN,1369
RT1638,LYS,LIS,1399
RT1639,HAN,RGN,1123
RT1640,TLV,SKG,1424
RT1641,BUD,TIA,670
RT1642,JED,KWI,1219
RT1643,AMS,VCE,936
RT1644,LPL,PRG,1228
RT1645,DUR,HRE,1299
RT1646,ZAG,STN,1341
RT1647,NTE,HAM,1090
RT1648,VIE,VCE,432
RT1649,CAN,TPE,826
RT1650,MSY,CLE,1477
RT1651,DUS,MUC,485
RT1652,BSB,CNF,590
RT1653,MXP,SJJ,784
RT1654,LGW,ALC,1431
RT1655,PMI,ZAG,1286
RT1656,STR,GVA,359
RT1657,KRK,VIE,320
RT1658,TLS,DUS,943
RT1659,SOF,VIE,804
RT1660,ZRH,SZG,335
RT1661,DCA,MIA,1483
RT1662,MAN,BOD,954
RT1663,HAN,SZX,840
RT1664,BSB,GRU,854
RT1665,BOD,LYS,464
RT1666,CPH,KBP,1349
RT1667,ATH,SKG,299
RT1668,SJC,LAS,620
RT1669,PVG,WUH,725
RT1670,HAM,BOD,1247
RT1671,BOS,CVG,1206
RT1672,BCN,AMS,1241
RT1673,NAP,BRU,1345
RT1674,SOF,WAW,1068
RT1675,DCA,ORD,982
RT1676,CUN,SAT,1498
RT1677,RNO,PHX,966
RT1678,TNR,RUN,871
RT1679,ZAG,CGN,870
RT1680,EDI,TLS,1410
RT1681,BEG,BUD,302
RT1682,YVR,PDX,403
RT1683,RTM,AMS,45
RT1684,WAW,AMS,1100
RT1685,SFO,PHX,1046
RT1686,TIJ,ELP,999
RT1687,RTM,SZG,768
RT1688,DEN,SAT,1279
RT1689,DUS,BOD,907
RT1690,BER,KBP,1225
RT1691,CMN,BCN,1226
RT1692,NAP,PRG,1024
RT1693,TXL,NCL,1019
RT1694,TLL,FRA,1468
RT1695,FCO,PRG,936
RT1696,MSP,YYZ,1089
RT1697,NAP,ALG,1066
RT1698,CLE,IAD,462
RT1699,OAK,PHX,1038
RT1700,VIE,TIA,784
RT1701,BER,DUB,1327
RT1702,BLR,BOM,834
RT1703,TLS,MRS,311
RT1704,MXP,VCE,282
RT1705,LIN,BUD,795
RT1706,KHI,DXB,1188
RT1707,RTM,LPL,514
RT1708,KMG,XIY,1180
RT1709,CMN,FAO,406
RT1710,SJJ,FRA,1012
RT1711,YYZ,ATL,1190
RT1712,NCL,BHX,287
RT1713,NCE,VCE,455
RT1714,PRG,TLS,1213
RT1715,VLC,CMN,930
RT1716,WAW,BRU,1146
RT1717,DUS,VIE,787
RT1718,AMM,RUH,1288
RT1719,CDG,PRG,852
RT1720,STN,OPO,1363
RT1721,BSL,PRG,565
RT1722,NCE,FRA,715
RT1723,MAN,BRS,221
RT1724,TXL,BSL,688
RT1725,TBS,EVN,175
RT1726,POA,GIG,1122
RT1727,SZX,CGO,1321
RT1728,ZAG,NAP,559
RT1729,EZE,MVD,228
RT1730,PDX,BOI,552
RT1731,SMF,GEG,1045
RT1732,CPH,WAW,665
RT1733,REP,HKG,1455
RT1734,VTE,CAN,1267
RT1735,KRK,BRU,1084
RT1736,ZRH,EIN,499
RT1737,MAN,VIE,1443
RT1738,MCO,RDU,861
RT1739,BLQ,DUS,822
RT1740,CKG,PEK,1463
RT1741,PHL,PIT,429
RT1742,ZRH,BER,650
RT1743,BOD,BER,1336
RT1744,MUC,MRS,746
RT1745,SZG,HAM,682
RT1746,DUB,BER,1327
RT1747,TLS,VLC,485
RT1748,BFS,PRG,1472
RT1749,SJC,YVR,1319
RT1750,FRA,LGW,629
RT1751,STR,WAW,915
RT1752,CTA,NCE,955
RT1753,SOF,OTP,299
RT1754,CVG,PIT,411
RT1755,SVO,ARN,1219
RT1756,DUR,CPT,1277
RT1757,STL,IAH,1076
RT1758,MRS,BFS,1496
RT1759,AMS,EDI,665
RT1760,LIM,UIO,1329
RT1761,SAW,SJJ,957
RT1762,NAP,MUC,853
RT1763,ARN,NCL,1277
RT1764,DUS,LTN,497
RT1765,CDG,LHR,346
RT1766,BUD,IST,1018
RT1767,OTP,WAW,924
RT1768,BER,HAM,273
RT1769,SEA,GEG,358
RT1770,NCE,NAP,658
RT1771,BOS,PHL,449
RT1772,ALC,CDG,1218
RT1773,RIX,HAM,956
RT1774,ATH,BGY,1457
RT1775,ZRH,LJU,469
RT1776,ZAG,BUD,307
RT1777,KWL,CKG,602
RT1778,BCN,MXP,720
RT1779,BLQ,TIA,768
RT1780,UIO,GYE,282
RT1781,ABQ,TUS,516
RT1782,VIE,BEG,464
RT1783,SOF,LIN,1168
RT1784,VCE,LYS,565
RT1785,ATH,IST,554
RT1786,SKG,NAP,732
RT1787,RTM,SJJ,1370
RT1788,BLQ,SZG,385
RT1789,KRK,OTP,774
RT1790,HKG,KHH,661
RT1791,KBP,SKG,1253
RT1792,LYS,BHX,897
RT1793,MXP,BSL,236
RT1794,SJJ,PRG,762
RT1795,CKG,KMG,630
RT1796,IKA,MCT,1483
RT1797,PSP,ONT,104
RT1798,OPO,BRU,1473
RT1799,NTE,MRS,674
RT1800,HAN,PNH,1079
RT1801,ORD,IAH,1490
RT1802,ZRH,ARN,1486
RT1803,LYS,ZAG,852
RT1804,BEG,ZAG,347
RT1805,TLS,BFS,1342
RT1806,SLC,PDX,1011
RT1807,EIN,EDI,761
RT1808,SOF,ZAG,675
RT1809,ZRH,BSL,78
RT1810,OTP,WAW,924
RT1811,VIE,OSL,1388
RT1812,PVG,XIY,1273
RT1813,OVB,URC,1282
RT1814,ZAG,CPH,1123
RT1815,SJO,KIN,1191
RT1816,WAW,STR,915
RT1817,PRG,STR,396
RT1818,VNO,RTM,1411
RT1819,ZRH,BUD,803
RT1820,MTY,ABQ,1203
RT1821,BAH,IKA,1018
RT1822,OSL,TXL,859
RT1823,BUR,PSP,175
RT1824,MXP,TIA,1001
RT1825,DFW,TUS,1305
RT1826,HAM,BUD,948
RT1827,ARN,CGN,1188
RT1828,HEL,LED,299
RT1829,JFK,YUL,537
RT1830,RNO,SMF,180
RT1831,BNA,SAT,1321
RT1832,ZRH,SKP,1197
RT1833,STN,BRU,314
RT1834,MRS,LIN,392
RT1835,CPH,LTN,950
RT1836,MUC,VIE,355
RT1837,BSL,OTP,1466
RT1838,IST,WAW,1346
RT1839,FAO,NTE,1242
RT1840,DFW,MSY,719
RT1841,GYD,BEY,1484
RT1842,SVX,OVB,1370
RT1843,LJU,STN,1209
RT1844,KRK,LED,1268
RT1845,TLS,CTA,1342
RT1846,KBP,BEG,1002
RT1847,CPH,NCE,1384
RT1848,BUD,OTP,615
RT1849,MRS,CPH,1455
RT1850,OPO,CDG,1231
RT1851,ARN,BUD,1361
RT1852,TXL,VIE,546
RT1853,TLL,VIE,1366
RT1854,STR,SOF,1284
RT1855,KIX,HND,431
RT1856,BFS,CPH,1200
RT1857,CGN,FCO,1080
RT1858,KWL,KHH,1088
RT1859,GLA,EIN,810
RT1860,PMI,AMS,1427
RT1861,BRU,LJU,898
RT1862,TIJ,DEN,1368
RT1863,LIN,SZG,386
RT1864,BUD,RIX,1102
RT1865,MAD,ALG,725
RT1866,BEG,ATH,823
RT1867,MRS,FAO,1324
RT1868,WAW,OSL,1079
RT1869,LTN,ZAG,1378
RT1870,LYS,SOF,1495
RT1871,SFO,OAK,17
RT1872,BWI,EWR,271
RT1873,NAP,IST,1211
